x,y,z,qx,qy,qz,qw
0.22992738092264342,-0.041862120438577975,0.09808500419327372,-0.005708144095760521,-0.019908056728065626,0.06457546388377464,0.9976978980796188
0.2194310779335124,-0.014056349727107556,0.177536560672672,-0.011267933078216781,-0.17210772521908005,-0.011128113336857315,0.984950826030224
0.21939127759936794,-0.014889517488884353,0.19446568651922408,-0.3734937708074485,-0.33474857422858484,0.5952275034712936,0.6278136780377551
0.23514653344371617,-0.02500283079484276,0.21441922133585573,0.6166286027291796,0.5082274805242396,-0.41231758220860576,-0.43757080082872646
0.29796711656294345,-0.026904458789361176,0.1991647801424587,0.6142040031424937,0.5765108119242999,-0.3530026288949291,-0.40715828648252916
0.3057830049920862,-0.02069189892896809,0.16657781427700322,0.5429672799791033,0.546092670517632,-0.41381509698606994,-0.4855166254469816
0.30524607010058297,-0.021472952934828864,0.13275113853755882,-0.47459493450785073,-0.4751359909297237,0.4802005095359338,0.5642808776701083
0.20745841286152783,-0.020188710705688766,0.17681255661938505,-0.4236430135878486,-0.5017166563004223,0.4152821963164734,0.6295615071234071
0.18182083983121972,0.038913735268545684,0.1915285301840104,0.052518503786922216,-0.4292044057263091,0.1304362058848879,0.8921949232423732
0.0732185666887043,0.09510781708264503,0.16605339700795213,0.28328769523315,-0.4130837095637875,0.5060840732867625,0.7021316410673921
